javanese,indonesian
Aku wingi numpak bis menyang Jakarta. Bis e nyaman banget lan AC e adem.,Saya kemarin naik bus ke Jakarta. Busnya nyaman sekali dan AC nya dingin.
"Menawi panjenengan kersa, mangga pinarak wonten ing kursi punika. Kula badhe ngaturi unjukan rumiyin.","Jika Anda berkenan, silakan duduk di kursi ini. Saya akan menawarkan minuman terlebih dahulu."
"Sesuk arep ana kerja bakti ing kampung, mula kudu melu supaya kampunge katon resik lan sehat.","Besok akan ada kerja bakti di kampung, maka harus ikut supaya kampungnya terlihat bersih dan sehat."
Dhik kae aku ketemu kanca cilikku ing pasar. Saiki wes dadi guru lan omah-omah.,Kemarin saya bertemu teman kecilku di pasar. Sekarang sudah menjadi guru dan berkeluarga.
"Sumangga dipun dhahar sekulipun, mugi-mugi cocog kaliyan selera panjenengan. Menawi wonten kirangipun, saget dipun tambahi.","Silakan disantap nasinya, semoga cocok dengan selera anda. Jika ada kekurangannya, bisa ditambahi."
"Bapak ngakon aku ngati-ati yen numpak motor. Dalane rame lan ojo ngebut, ngati-ati ndak tiba.","Ayah menyuruh saya hati-hati kalau naik motor. Jalannya ramai dan jangan ngebut, hati-hati nanti jatuh."
"Menawi panjenengan kersa ngunjuk kopi, kula badhe ndamelaken sak gelas. Kopi napa teh?","Jika Anda ingin minum kopi, saya akan membuatkan segelas. Kopi atau teh?"
Aku pengen bisa lunga menyang Mekah lan Madinah. Muga-muga wae tahun ngarep iso kelakon.,Saya ingin bisa pergi ke Mekah dan Madinah. Semoga saja tahun depan bisa terwujud.
"Kula ngaturaken sugeng enjing, mugi dinten punika pinaringan berkah lan kalancaran ing sedaya urusan. Semangat!","Saya mengucapkan selamat pagi, semoga hari ini diberikan berkah dan kelancaran dalam semua urusan. Semangat!"
Simbahe mesthi ngandhani supaya aja lali ndedonga. Amarga ndedonga iku penting kanggo awake dhewe.,Kakek selalu berpesan supaya jangan lupa berdoa. Karena berdoa itu penting untuk diri sendiri.
