file,avg_bertscore,median_bertscore,min_bertscore,max_bertscore,model,name
translation_results_llama_3.3_70B.csv,0.9509104713797569,0.9547494947910309,0.8155860900878906,1.0,zero-shot,"Llama 3.3 70B"
translation_results_llama_405B.csv,0.9565922927856445,0.9604909718036652,0.8275855779647827,1.0,zero-shot,"Llama 3.1 405B"
translation_results_google_t5_base_finetuned.csv,0.9146677099168301,0.9133735299110413,0.8381173610687256,1.0000001192092896,zero-shot,"Google T5 - SFT-NusaX"
translation_results_google_t5_base.csv,0.8404546935856342,0.8418687880039215,0.7290993332862854,0.9405894875526428,zero-shot,"Google T5 Base"
translation_results_o1_mini.csv,0.9534789736568928,0.95687136054039,0.8386672735214233,1.0000001192092896,zero-shot,"o1-mini"
translation_results_gpt_4o.csv,0.9649391163885593,0.9687384963035583,0.8766026496887207,1.0000001192092896,zero-shot,"GPT-4o"
translation_results_google_mt5_base.csv,0.7869568504393101,0.7845844328403473,0.7485067844390869,0.8889588713645935,zero-shot,"Google mT5 Base"
translation_results_llama_3.1_8B.csv,0.9276772655546666,0.9358278214931488,0.7880874872207642,1.0000001192092896,zero-shot,"Llama 3.1 8B"
translation_results_gpt_4o_mini.csv,0.9600152237713337,0.9645010530948639,0.8443533778190613,1.0000001192092896,zero-shot,"GPT-4o-mini"
translation_results_llama_3.2_1B.csv,0.8854761907458305,0.8878057897090912,0.803269624710083,0.9615194201469421,zero-shot,"Llama 3.2 1B"
translation_results_gemma_9b_base.csv,0.943787445127964,0.948472410440445,0.8242189884185791,1.0,zero-shot,"Gemma 3 9B"
translation_results_gemini_2_flash_0_shot.csv,0.964072620421648,0.9686420261859894,0.8629234433174133,1.0,zero-shot,"Gemini 2.0 Flash Zero-Shot"
translation_results_gemini_2_flash_many_shot.csv,0.975885425657034,0.9787797033786774,0.8931565284729004,1.000000238418579,many-shot,"Gemini 2.0 Flash Many-Shot"
translation_results_google_mt5_base_finetuned_1.csv,0.9324948030710221,0.9377704858779907,0.8242833614349365,0.9921257495880127,sft-stage-1,"Google mT5 - SFT-NusaX"
translation_results_cohere_aya_8B.csv,0.9279770790040494,0.9302480220794678,0.8425525426864624,0.9999999403953552,zero-shot,"Cohere4AI Aya 8B"
translation_results_aya_8b_finetuned.csv,0.9404241721332073,0.9441969394683838,0.8488814234733582,1.0,sft-stage-1,"Cohere4AI Aya 8B - SFT-NusaX"
translation_results_aya_8b_finetuned_aug_1_new_v2.csv,0.9501799331605434,0.9526928663253784,0.8391526341438293,1.0000001192092896,sft-stage-2,"Cohere4AI Aya 8B - SFT-aug-1"
translation_results_aya_8b_finetuned_aug_2_new_v2.csv,0.9466391780972481,0.9500350952148438,0.8418605327606201,1.0000001192092896,sft-stage-2,"Cohere4AI Aya 8B - SFT-aug-2"
translation_results_aya_8b_finetuned_cot.csv,0.9467130926251411,0.950859785079956,0.848400890827179,1.0,sft-stage-2,"Cohere4AI Aya 8B - SFT-CoT"
translation_results_cohere_aya_32B.csv,0.9440710608661175,0.9481670260429382,0.8205684423446655,1.0,zero-shot,"Cohere4AI Aya 32B"
translation_results_aya_32b_finetuned.csv,0.9497911520302296,0.9548822939395905,0.8596187233924866,1.0000001192092896,sft-stage-1,"Cohere4AI Aya 32B - SFT-NusaX"
translation_results_aya_32b_finetuned_aug1.csv,0.9548217742145062,0.9581819772720337,0.8669590950012207,1.0000001192092896,sft-stage-2,"Cohere4AI Aya 32B - SFT-aug-1"
translation_results_aya_32b_finetuned_aug_2_new_v2.csv,0.9494907473027706,0.9532543420791626,0.8667578101158142,0.9999998807907104,sft-stage-2,"Cohere4AI Aya 32B - SFT-aug-2"
translation_results_aya_32b_finetuned_cot.csv,0.9595339277386665,0.9634350836277008,0.8784075379371643,1.0000001192092896,sft-stage-2,"Cohere4AI Aya 32B - SFT-aug-CoT"
translation_results_gemma_4b_base.csv,0.9367664778232574,0.9395502507686615,0.8378399014472961,0.9999999403953552,zero-shot,"Gemma 3 4B"
translation_results_gemma_4b_tuned.csv,0.9624450622498989,0.9653485417366028,0.8777098655700684,1.0000001192092896,sft-stage-1,"Gemma 3 4B - SFT-NusaX"
translation_results_gemma_4b_aug_1_new.csv,0.96230782777071,0.965613454580307,0.8747861981391907,1.000000238418579,sft-stage-2,"Gemma 3 4B - SFT-aug-1"
translation_results_gemma_4b_aug_2.csv,0.9624680718779564,0.9668177664279938,0.8742784857749939,1.0000001192092896,sft-stage-2,"Gemma 3 4B - SFT-aug-2"
translation_results_gemma_4b_tuned_cot_v2.csv,0.962590249478817,0.9672136008739471,0.8811607360839844,1.0000001192092896,sft-stage-2,"Gemma 3 4B - SFT-CoT"
