file,avg_bleu
./zero-shot/translation_results_mt5_large_v1.csv,0.1553814317850185
./zero-shot/translation_results_llama_3.3_70B.csv,0.3631749340948216
./zero-shot/translation_results_cohere_aya_8B.csv,0.21306644108185857
./zero-shot/translation_results_llama_405B.csv,0.40742659977224455
./zero-shot/translation_results_t5_finetuned_2.csv,0.24816537898186156
./zero-shot/translation_results_t5_base.csv,0.0464859840735015
./zero-shot/translation_results_o1_mini.csv,0.36767716153537866
./zero-shot/translation_results_mt5_large_v1_cleaned.csv,0.17471835766027702
./zero-shot/translation_results_gpt_4o.csv,0.46704502531431763
./zero-shot/translation_results_t5_finetuned.csv,0.14738435761451446
./zero-shot/translation_results_google_mt5_base.csv,0.008804714452018575
./zero-shot/translation_results_llama_3.1_8B.csv,0.257827572842579
./zero-shot/translation_results_gpt_4o_mini.csv,0.4289987279876771
./zero-shot/translation_results_llama_3.2_1B.csv,0.10986912373269607
./zero-shot/translation_results_gemma_4b_base.csv,0.27784336987469904
./zero-shot/translation_results_cohere_aya_32B.csv,0.3025409255300802
./zero-shot/translation_results_gemini_2_flash_fine_tuned.csv,0.5177295250634583
./zero-shot/translation_results_gemma_9b_base.csv,0.32233989683460673
./zero-shot/translation_results_gemini_2_flash_0_shot.csv,0.4597940234594943
./many-shot/translation_results_gemini_2_flash_fine_tuned_many_shot.csv,0.5231594559676204
./many-shot/translation_results_gemini_2_flash_many_shot.csv,0.6060277545923678
./sft-stage-1/translation_results_gemma_4b.csv,0.46179531540884833
./sft-stage-1/translation_results_gemma_4b_tuned.csv,0.5113145190398555
./sft-stage-1/translation_results_google_mt5_base_finetuned_1.csv,0.3132230681715502
./sft-stage-1/translation_results_aya_32b_finetuned.csv,0.43188304380535864
./sft-stage-1/translation_results_aya_8b_finetuned.csv,0.38457576512600367
./sft-stage-2/translation_results_aya_8b_finetuned_cot2.csv,0.3857082045467621
./sft-stage-2/translation_results_aya_8b_finetuned_aug_2_new_2.csv,0.4275261792281416
./sft-stage-2/translation_results_gemma_4b_tuned_cot_v2.csv,0.4995869367867345
./sft-stage-2/translation_results_gemma_4b_tuned_cot_v3.csv,0.5007069528277447
./sft-stage-2/translation_results_aya_8b_finetuned_aug_2_new.csv,0.41770750040889576
./sft-stage-2/translation_results_aya_8b_finetuned_aug_1.csv,0.3344181596260957
./sft-stage-2/translation_results_aya_8b_finetuned_aug_2.csv,0.33734079179304005
./sft-stage-2/translation_results_aya_32b_finetuned_cot2.csv,0.4348725075887103
./sft-stage-2/translation_results_aya_8b_finetuned_aug_1_new.csv,0.39011271559021543
./sft-stage-2/translation_results_aya_32b_finetuned_aug2.csv,0.4258285345376692
./sft-stage-2/translation_results_aya_8b_finetuned_aug_2_new_v2.csv,0.41972439268742934
./sft-stage-2/translation_results_aya_32b_finetuned_aug1.csv,0.447727592002124
./sft-stage-2/translation_results_aya_8b_finetuned_aug_1_new_v2.csv,0.4303404499885386
./sft-stage-2/translation_results_aya_32b_finetuned_aug_2_new_v2.csv,0.4275487557298438
./sft-stage-2/translation_results_gemma_4b_aug_1_new.csv,0.5013104437229559
./sft-stage-2/translation_results_aya_8b_finetuned_cot.csv,0.39748647844573654
./sft-stage-2/translation_results_aya_32b_finetuned_cot.csv,0.466695480398076
./sft-stage-2/translation_results_gemma_4b_tuned_cot.csv,0.4969543887430072
./sft-stage-2/translation_results_gemma_4b_aug_2.csv,0.5103206178168994
./sft-stage-2/translation_results_gemma_4b_aug_1.csv,0.45874244918271145
